strength,dexterity,intelligence,vigor,constitution,height,character,fitness,age
53,43,34,32,36,1.41,warrior,32.711360969037,1
55,45,35,31,32,1.4,warrior,33.44403664985717,1
56,44,34,29,35,1.41,warrior,33.68186709857993,2
55,45,35,31,32,1.4,warrior,33.44403664985717,2
56,44,36,34,28,1.4,warrior,33.30566242992775,5
54,43,35,30,36,1.41,warrior,33.15001546530412,3
55,45,34,34,30,1.4,warrior,33.094197976266194,3
54,45,36,34,29,1.4,warrior,33.06742543733908,2
54,43,34,30,37,1.41,warrior,33.02438289548924,4
55,43,36,34,30,1.4,warrior,32.97185621483981,4
55,41,34,30,38,1.41,warrior,32.86510429457722,3
53,43,34,32,36,1.41,warrior,32.711360969037,2
52,46,35,34,31,1.4,warrior,32.71071141664256,3
53,42,34,31,38,1.41,warrior,32.592323018408266,6
53,42,34,31,38,1.41,warrior,32.592323018408266,5
53,42,34,31,38,1.41,warrior,32.592323018408266,4
53,42,34,31,38,1.4,warrior,32.431469569768,13
53,42,34,31,38,1.4,warrior,32.431469569768,11
56,45,34,29,34,1.4,warrior,33.665400087771644,1
55,43,33,33,34,1.41,warrior,32.940593325734454,1
59,46,37,25,31,1.41,warrior,35.335224655554256,1
50,41,45,29,33,1.4,warrior,32.74131099615096,1
59,46,37,25,31,1.41,warrior,35.335224655554256,2
56,44,34,29,35,1.41,warrior,33.68186709857993,3
56,45,34,29,34,1.4,warrior,33.665400087771644,2
55,45,35,31,32,1.4,warrior,33.44403664985717,3
56,44,36,34,28,1.4,warrior,33.30566242992775,6
54,43,35,30,36,1.41,warrior,33.15001546530412,4
55,45,34,34,30,1.4,warrior,33.094197976266194,4
54,45,36,34,29,1.4,warrior,33.06742543733908,3
54,43,34,30,37,1.41,warrior,33.02438289548924,5
55,43,36,34,30,1.4,warrior,32.97185621483981,5
55,43,33,33,34,1.41,warrior,32.940593325734454,2
55,41,34,30,38,1.41,warrior,32.86510429457722,4
50,41,45,29,33,1.4,warrior,32.74131099615096,2
53,43,34,32,36,1.41,warrior,32.711360969037,3
52,46,35,34,31,1.4,warrior,32.71071141664256,4
53,42,34,31,38,1.41,warrior,32.592323018408266,7
64,41,32,27,34,1.41,warrior,34.349454163325596,1
57,46,38,25,32,1.41,warrior,35.00164505445078,1
56,45,34,29,34,1.4,warrior,33.665400087771644,1
55,45,35,31,32,1.4,warrior,33.44403664985717,1
59,46,37,25,31,1.41,warrior,35.335224655554256,3
57,46,38,25,32,1.41,warrior,35.00164505445078,2
64,41,32,27,34,1.41,warrior,34.349454163325596,2
56,44,34,29,35,1.41,warrior,33.68186709857993,4
56,45,34,29,34,1.4,warrior,33.665400087771644,3
56,45,34,29,34,1.4,warrior,33.665400087771644,2
55,45,35,31,32,1.4,warrior,33.44403664985717,4
55,45,35,31,32,1.4,warrior,33.44403664985717,2
56,44,36,34,28,1.4,warrior,33.30566242992775,7
54,43,35,30,36,1.41,warrior,33.15001546530412,5
55,45,34,34,30,1.4,warrior,33.094197976266194,5
54,45,36,34,29,1.4,warrior,33.06742543733908,4
54,43,34,30,37,1.41,warrior,33.02438289548924,6
55,43,36,34,30,1.4,warrior,32.97185621483981,6
55,43,33,33,34,1.41,warrior,32.940593325734454,3
55,41,34,30,38,1.41,warrior,32.86510429457722,5
59,45,37,25,32,1.41,warrior,35.13363193061615,1
58,46,38,25,31,1.41,warrior,35.23551371695647,1
63,39,33,29,34,1.41,warrior,33.77155413055751,1
57,46,32,29,34,1.41,warrior,33.99744725807371,1
59,46,37,25,31,1.41,warrior,35.335224655554256,4
58,46,38,25,31,1.41,warrior,35.23551371695647,2
59,45,37,25,32,1.41,warrior,35.13363193061615,2
57,46,38,25,32,1.41,warrior,35.00164505445078,3
64,41,32,27,34,1.41,warrior,34.349454163325596,3
57,46,32,29,34,1.41,warrior,33.99744725807371,2
63,39,33,29,34,1.41,warrior,33.77155413055751,2
56,44,34,29,35,1.41,warrior,33.68186709857993,5
56,45,34,29,34,1.4,warrior,33.665400087771644,4
56,45,34,29,34,1.4,warrior,33.665400087771644,3
55,45,35,31,32,1.4,warrior,33.44403664985717,5
55,45,35,31,32,1.4,warrior,33.44403664985717,3
56,44,36,34,28,1.4,warrior,33.30566242992775,8
54,43,35,30,36,1.41,warrior,33.15001546530412,6
55,45,34,34,30,1.4,warrior,33.094197976266194,6
54,45,36,34,29,1.4,warrior,33.06742543733908,5
59,46,37,25,31,1.41,warrior,35.335224655554256,1
58,46,38,25,31,1.41,warrior,35.23551371695647,1
58,45,37,24,34,1.41,warrior,34.951947895881084,1
57,46,37,25,33,1.41,warrior,34.87327808749781,1
59,46,37,25,31,1.41,warrior,35.335224655554256,5
59,46,37,25,31,1.41,warrior,35.335224655554256,2
58,46,38,25,31,1.41,warrior,35.23551371695647,3
58,46,38,25,31,1.41,warrior,35.23551371695647,2
59,45,37,25,32,1.41,warrior,35.13363193061615,3
57,46,38,25,32,1.41,warrior,35.00164505445078,4
58,45,37,24,34,1.41,warrior,34.951947895881084,2
57,46,37,25,33,1.41,warrior,34.87327808749781,2
64,41,32,27,34,1.41,warrior,34.349454163325596,4
57,46,32,29,34,1.41,warrior,33.99744725807371,3
63,39,33,29,34,1.41,warrior,33.77155413055751,3
56,44,34,29,35,1.41,warrior,33.68186709857993,6
56,45,34,29,34,1.4,warrior,33.665400087771644,5
56,45,34,29,34,1.4,warrior,33.665400087771644,4
55,45,35,31,32,1.4,warrior,33.44403664985717,6
55,45,35,31,32,1.4,warrior,33.44403664985717,4
59,46,37,25,31,1.41,warrior,35.335224655554256,1
59,46,37,25,31,1.41,warrior,35.335224655554256,1
58,46,38,25,31,1.41,warrior,35.23551371695647,1
59,47,40,25,27,1.41,warrior,35.888130839387735,1
59,47,40,25,27,1.41,warrior,35.888130839387735,2
59,46,37,25,31,1.41,warrior,35.335224655554256,6
59,46,37,25,31,1.41,warrior,35.335224655554256,3
59,46,37,25,31,1.41,warrior,35.335224655554256,2
59,46,37,25,31,1.41,warrior,35.335224655554256,2
58,46,38,25,31,1.41,warrior,35.23551371695647,4
58,46,38,25,31,1.41,warrior,35.23551371695647,3
58,46,38,25,31,1.41,warrior,35.23551371695647,2
59,45,37,25,32,1.41,warrior,35.13363193061615,4
57,46,38,25,32,1.41,warrior,35.00164505445078,5
58,45,37,24,34,1.41,warrior,34.951947895881084,3
57,46,37,25,33,1.41,warrior,34.87327808749781,3
64,41,32,27,34,1.41,warrior,34.349454163325596,5
57,46,32,29,34,1.41,warrior,33.99744725807371,4
63,39,33,29,34,1.41,warrior,33.77155413055751,4
56,44,34,29,35,1.41,warrior,33.68186709857993,7
59,47,40,25,27,1.41,warrior,35.888130839387735,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
59,46,37,25,31,1.41,warrior,35.335224655554256,1
59,46,37,25,31,1.41,warrior,35.335224655554256,1
65,51,40,8,34,1.41,warrior,38.87219727037913,2
59,47,40,25,27,1.41,warrior,35.888130839387735,3
59,47,40,25,27,1.41,warrior,35.888130839387735,2
59,46,37,25,31,1.41,warrior,35.335224655554256,7
59,46,37,25,31,1.41,warrior,35.335224655554256,4
59,46,37,25,31,1.41,warrior,35.335224655554256,3
59,46,37,25,31,1.41,warrior,35.335224655554256,3
59,46,37,25,31,1.41,warrior,35.335224655554256,2
59,46,37,25,31,1.41,warrior,35.335224655554256,2
58,46,38,25,31,1.41,warrior,35.23551371695647,5
58,46,38,25,31,1.41,warrior,35.23551371695647,4
58,46,38,25,31,1.41,warrior,35.23551371695647,3
59,45,37,25,32,1.41,warrior,35.13363193061615,5
57,46,38,25,32,1.41,warrior,35.00164505445078,6
58,45,37,24,34,1.41,warrior,34.951947895881084,4
57,46,37,25,33,1.41,warrior,34.87327808749781,4
62,49,38,24,25,1.41,warrior,36.81004214870086,1
62,50,42,8,36,1.41,warrior,38.11928114899602,1
59,49,36,24,30,1.41,warrior,35.84655811578346,1
59,46,41,25,27,1.41,warrior,35.80695602196073,1
65,51,40,8,34,1.41,warrior,38.87219727037913,3
62,50,42,8,36,1.41,warrior,38.11928114899602,2
62,49,38,24,25,1.41,warrior,36.81004214870086,2
59,47,40,25,27,1.41,warrior,35.888130839387735,4
59,47,40,25,27,1.41,warrior,35.888130839387735,3
59,49,36,24,30,1.41,warrior,35.84655811578346,2
59,46,41,25,27,1.41,warrior,35.80695602196073,2
59,46,37,25,31,1.41,warrior,35.335224655554256,8
59,46,37,25,31,1.41,warrior,35.335224655554256,5
59,46,37,25,31,1.41,warrior,35.335224655554256,4
59,46,37,25,31,1.41,warrior,35.335224655554256,4
59,46,37,25,31,1.41,warrior,35.335224655554256,3
59,46,37,25,31,1.41,warrior,35.335224655554256,3
58,46,38,25,31,1.41,warrior,35.23551371695647,6
58,46,38,25,31,1.41,warrior,35.23551371695647,5
58,46,38,25,31,1.41,warrior,35.23551371695647,4
65,51,40,7,35,1.41,warrior,38.84665580205333,1
62,51,43,8,34,1.41,warrior,38.56625706393723,1
61,49,38,23,27,1.41,warrior,36.65390245580216,1
60,47,40,26,25,1.41,warrior,36.02568847206214,1
65,51,40,8,34,1.41,warrior,38.87219727037913,4
65,51,40,7,35,1.41,warrior,38.84665580205333,2
62,51,43,8,34,1.41,warrior,38.56625706393723,2
62,50,42,8,36,1.41,warrior,38.11928114899602,3
62,49,38,24,25,1.41,warrior,36.81004214870086,3
61,49,38,23,27,1.41,warrior,36.65390245580216,2
60,47,40,26,25,1.41,warrior,36.02568847206214,2
59,47,40,25,27,1.41,warrior,35.888130839387735,5
59,47,40,25,27,1.41,warrior,35.888130839387735,4
59,49,36,24,30,1.41,warrior,35.84655811578346,3
59,46,41,25,27,1.41,warrior,35.80695602196073,3
59,46,37,25,31,1.41,warrior,35.335224655554256,9
59,46,37,25,31,1.41,warrior,35.335224655554256,6
59,46,37,25,31,1.41,warrior,35.335224655554256,5
59,46,37,25,31,1.41,warrior,35.335224655554256,5
59,46,37,25,31,1.41,warrior,35.335224655554256,4
65,51,40,7,35,1.41,warrior,38.84665580205333,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
62,52,41,8,35,1.41,warrior,38.43147649803874,1
62,50,44,8,34,1.41,warrior,38.49962809511958,1
65,51,40,8,34,1.41,warrior,38.87219727037913,5
65,51,40,8,34,1.41,warrior,38.87219727037913,2
65,51,40,7,35,1.41,warrior,38.84665580205333,3
65,51,40,7,35,1.41,warrior,38.84665580205333,2
62,51,43,8,34,1.41,warrior,38.56625706393723,3
62,50,44,8,34,1.41,warrior,38.49962809511958,2
62,52,41,8,35,1.41,warrior,38.43147649803874,2
62,50,42,8,36,1.41,warrior,38.11928114899602,4
62,49,38,24,25,1.41,warrior,36.81004214870086,4
61,49,38,23,27,1.41,warrior,36.65390245580216,3
60,47,40,26,25,1.41,warrior,36.02568847206214,3
59,47,40,25,27,1.41,warrior,35.888130839387735,6
59,47,40,25,27,1.41,warrior,35.888130839387735,5
59,49,36,24,30,1.41,warrior,35.84655811578346,4
59,46,41,25,27,1.41,warrior,35.80695602196073,4
59,46,37,25,31,1.41,warrior,35.335224655554256,10
65,51,40,9,33,1.41,warrior,38.88928462299,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
65,51,40,7,35,1.41,warrior,38.84665580205333,1
65,51,40,7,35,1.41,warrior,38.84665580205333,1
65,51,40,9,33,1.41,warrior,38.88928462299,2
65,51,40,8,34,1.41,warrior,38.87219727037913,6
65,51,40,8,34,1.41,warrior,38.87219727037913,3
65,51,40,8,34,1.41,warrior,38.87219727037913,2
65,51,40,7,35,1.41,warrior,38.84665580205333,4
65,51,40,7,35,1.41,warrior,38.84665580205333,3
65,51,40,7,35,1.41,warrior,38.84665580205333,2
65,51,40,7,35,1.41,warrior,38.84665580205333,2
62,51,43,8,34,1.41,warrior,38.56625706393723,4
62,50,44,8,34,1.41,warrior,38.49962809511958,3
62,52,41,8,35,1.41,warrior,38.43147649803874,3
62,50,42,8,36,1.41,warrior,38.11928114899602,5
62,49,38,24,25,1.41,warrior,36.81004214870086,5
61,49,38,23,27,1.41,warrior,36.65390245580216,4
60,47,40,26,25,1.41,warrior,36.02568847206214,4
59,47,40,25,27,1.41,warrior,35.888130839387735,7
60,46,37,7,48,1.41,warrior,35.25246593044981,1
66,51,40,8,33,1.41,warrior,39.16140863716652,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
66,51,40,8,33,1.41,warrior,39.16140863716652,2
65,51,40,9,33,1.41,warrior,38.88928462299,3
65,51,40,8,34,1.41,warrior,38.87219727037913,7
65,51,40,8,34,1.41,warrior,38.87219727037913,4
65,51,40,8,34,1.41,warrior,38.87219727037913,3
65,51,40,8,34,1.41,warrior,38.87219727037913,2
65,51,40,8,34,1.41,warrior,38.87219727037913,2
65,51,40,7,35,1.41,warrior,38.84665580205333,5
65,51,40,7,35,1.41,warrior,38.84665580205333,4
65,51,40,7,35,1.41,warrior,38.84665580205333,3
65,51,40,7,35,1.41,warrior,38.84665580205333,3
62,51,43,8,34,1.41,warrior,38.56625706393723,5
62,50,44,8,34,1.41,warrior,38.49962809511958,4
62,52,41,8,35,1.41,warrior,38.43147649803874,4
62,50,42,8,36,1.41,warrior,38.11928114899602,6
62,49,38,24,25,1.41,warrior,36.81004214870086,6
66,50,40,9,33,1.41,warrior,38.90178136898533,1
66,51,40,8,33,1.41,warrior,39.16140863716652,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
65,51,40,8,34,1.41,warrior,38.87219727037913,1
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,51,40,8,33,1.41,warrior,39.16140863716652,2
66,50,40,9,33,1.41,warrior,38.90178136898533,2
65,51,40,9,33,1.41,warrior,38.88928462299,4
65,51,40,8,34,1.41,warrior,38.87219727037913,8
65,51,40,8,34,1.41,warrior,38.87219727037913,5
65,51,40,8,34,1.41,warrior,38.87219727037913,4
65,51,40,8,34,1.41,warrior,38.87219727037913,3
65,51,40,8,34,1.41,warrior,38.87219727037913,3
65,51,40,8,34,1.41,warrior,38.87219727037913,2
65,51,40,8,34,1.41,warrior,38.87219727037913,2
65,51,40,7,35,1.41,warrior,38.84665580205333,6
65,51,40,7,35,1.41,warrior,38.84665580205333,5
65,51,40,7,35,1.41,warrior,38.84665580205333,4
65,51,40,7,35,1.41,warrior,38.84665580205333,4
62,51,43,8,34,1.41,warrior,38.56625706393723,6
66,51,40,8,33,1.41,warrior,39.16140863716652,1
66,51,40,8,33,1.41,warrior,39.16140863716652,1
70,40,44,9,35,1.41,warrior,37.73558760444654,1
65,51,40,9,33,1.41,warrior,38.88928462299,1
66,51,40,8,33,1.41,warrior,39.16140863716652,4
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,51,40,8,33,1.41,warrior,39.16140863716652,2
66,51,40,8,33,1.41,warrior,39.16140863716652,2
66,50,40,9,33,1.41,warrior,38.90178136898533,3
65,51,40,9,33,1.41,warrior,38.88928462299,5
65,51,40,9,33,1.41,warrior,38.88928462299,2
65,51,40,8,34,1.41,warrior,38.87219727037913,9
65,51,40,8,34,1.41,warrior,38.87219727037913,6
65,51,40,8,34,1.41,warrior,38.87219727037913,5
65,51,40,8,34,1.41,warrior,38.87219727037913,4
65,51,40,8,34,1.41,warrior,38.87219727037913,4
65,51,40,8,34,1.41,warrior,38.87219727037913,3
65,51,40,8,34,1.41,warrior,38.87219727037913,3
65,51,40,7,35,1.41,warrior,38.84665580205333,7
65,51,40,7,35,1.41,warrior,38.84665580205333,6
67,51,41,7,32,1.41,warrior,39.64184434648167,1
66,51,40,8,33,1.41,warrior,39.16140863716652,1
68,54,42,0,34,1.41,warrior,40.819144129910015,1
66,51,40,8,33,1.41,warrior,39.16140863716652,1
68,54,42,0,34,1.41,warrior,40.819144129910015,2
67,51,41,7,32,1.41,warrior,39.64184434648167,2
66,51,40,8,33,1.41,warrior,39.16140863716652,5
66,51,40,8,33,1.41,warrior,39.16140863716652,4
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,51,40,8,33,1.41,warrior,39.16140863716652,2
66,51,40,8,33,1.41,warrior,39.16140863716652,2
66,50,40,9,33,1.41,warrior,38.90178136898533,4
65,51,40,9,33,1.41,warrior,38.88928462299,6
65,51,40,9,33,1.41,warrior,38.88928462299,3
65,51,40,8,34,1.41,warrior,38.87219727037913,10
65,51,40,8,34,1.41,warrior,38.87219727037913,7
65,51,40,8,34,1.41,warrior,38.87219727037913,6
65,51,40,8,34,1.41,warrior,38.87219727037913,5
65,51,40,8,34,1.41,warrior,38.87219727037913,5
62,47,38,6,45,1.41,warrior,36.30196841306115,1
69,54,41,1,33,1.41,warrior,40.94206893300525,1
63,60,37,7,31,1.41,warrior,39.86907837730979,1
66,51,40,8,33,1.41,warrior,39.16140863716652,1
69,54,41,1,33,1.41,warrior,40.94206893300525,2
68,54,42,0,34,1.41,warrior,40.819144129910015,3
63,60,37,7,31,1.41,warrior,39.86907837730979,2
67,51,41,7,32,1.41,warrior,39.64184434648167,3
66,51,40,8,33,1.41,warrior,39.16140863716652,6
66,51,40,8,33,1.41,warrior,39.16140863716652,5
66,51,40,8,33,1.41,warrior,39.16140863716652,4
66,51,40,8,33,1.41,warrior,39.16140863716652,4
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,51,40,8,33,1.41,warrior,39.16140863716652,2
66,50,40,9,33,1.41,warrior,38.90178136898533,5
65,51,40,9,33,1.41,warrior,38.88928462299,7
65,51,40,9,33,1.41,warrior,38.88928462299,4
65,51,40,8,34,1.41,warrior,38.87219727037913,11
65,51,40,8,34,1.41,warrior,38.87219727037913,8
70,53,40,0,35,1.41,warrior,40.645890588876554,1
68,54,43,0,33,1.41,warrior,41.05526763566215,1
63,60,37,7,31,1.41,warrior,39.86907837730979,1
68,51,41,7,31,1.41,warrior,39.92501242264822,1
68,54,43,0,33,1.41,warrior,41.05526763566215,2
69,54,41,1,33,1.41,warrior,40.94206893300525,3
68,54,42,0,34,1.41,warrior,40.819144129910015,4
70,53,40,0,35,1.41,warrior,40.645890588876554,2
68,51,41,7,31,1.41,warrior,39.92501242264822,2
63,60,37,7,31,1.41,warrior,39.86907837730979,3
63,60,37,7,31,1.41,warrior,39.86907837730979,2
67,51,41,7,32,1.41,warrior,39.64184434648167,4
66,51,40,8,33,1.41,warrior,39.16140863716652,7
66,51,40,8,33,1.41,warrior,39.16140863716652,6
66,51,40,8,33,1.41,warrior,39.16140863716652,5
66,51,40,8,33,1.41,warrior,39.16140863716652,5
66,51,40,8,33,1.41,warrior,39.16140863716652,4
66,51,40,8,33,1.41,warrior,39.16140863716652,4
66,51,40,8,33,1.41,warrior,39.16140863716652,3
66,50,40,9,33,1.41,warrior,38.90178136898533,6
64,51,51,1,31,1.41,warrior,40.55803653975163,1
69,53,43,0,33,1.41,warrior,41.073393870954646,1
69,53,40,0,36,1.41,warrior,40.335490636219234,1
70,53,42,0,33,1.41,warrior,41.14551211022397,1
70,53,42,0,33,1.41,warrior,41.14551211022397,2
69,53,43,0,33,1.41,warrior,41.073393870954646,2
68,54,43,0,33,1.41,warrior,41.05526763566215,3
69,54,41,1,33,1.41,warrior,40.94206893300525,4
68,54,42,0,34,1.41,warrior,40.819144129910015,5
70,53,40,0,35,1.41,warrior,40.645890588876554,3
64,51,51,1,31,1.41,warrior,40.55803653975163,2
69,53,40,0,36,1.41,warrior,40.335490636219234,2
68,51,41,7,31,1.41,warrior,39.92501242264822,3
63,60,37,7,31,1.41,warrior,39.86907837730979,4
63,60,37,7,31,1.41,warrior,39.86907837730979,3
67,51,41,7,32,1.41,warrior,39.64184434648167,5
66,51,40,8,33,1.41,warrior,39.16140863716652,8
66,51,40,8,33,1.41,warrior,39.16140863716652,7
66,51,40,8,33,1.41,warrior,39.16140863716652,6
66,51,40,8,33,1.41,warrior,39.16140863716652,6
70,53,42,0,33,1.41,warrior,41.14551211022397,1
69,53,43,0,33,1.41,warrior,41.073393870954646,1
68,54,43,0,33,1.41,warrior,41.05526763566215,1
69,54,41,1,33,1.41,warrior,40.94206893300525,1
70,53,42,0,33,1.41,warrior,41.14551211022397,3
70,53,42,0,33,1.41,warrior,41.14551211022397,2
69,53,43,0,33,1.41,warrior,41.073393870954646,3
69,53,43,0,33,1.41,warrior,41.073393870954646,2
68,54,43,0,33,1.41,warrior,41.05526763566215,4
68,54,43,0,33,1.41,warrior,41.05526763566215,2
69,54,41,1,33,1.41,warrior,40.94206893300525,5
69,54,41,1,33,1.41,warrior,40.94206893300525,2
68,54,42,0,34,1.41,warrior,40.819144129910015,6
70,53,40,0,35,1.41,warrior,40.645890588876554,4
64,51,51,1,31,1.41,warrior,40.55803653975163,3
69,53,40,0,36,1.41,warrior,40.335490636219234,3
68,51,41,7,31,1.41,warrior,39.92501242264822,4
63,60,37,7,31,1.41,warrior,39.86907837730979,5
63,60,37,7,31,1.41,warrior,39.86907837730979,4
67,51,41,7,32,1.41,warrior,39.64184434648167,6
68,51,45,2,32,1.41,warrior,40.68120777806054,1
70,53,42,0,33,1.41,warrior,41.14551211022397,1
69,53,43,0,33,1.41,warrior,41.073393870954646,1
69,53,43,0,33,1.41,warrior,41.073393870954646,1
70,53,42,0,33,1.41,warrior,41.14551211022397,4
70,53,42,0,33,1.41,warrior,41.14551211022397,3
70,53,42,0,33,1.41,warrior,41.14551211022397,2
69,53,43,0,33,1.41,warrior,41.073393870954646,4
69,53,43,0,33,1.41,warrior,41.073393870954646,3
69,53,43,0,33,1.41,warrior,41.073393870954646,2
69,53,43,0,33,1.41,warrior,41.073393870954646,2
68,54,43,0,33,1.41,warrior,41.05526763566215,5
68,54,43,0,33,1.41,warrior,41.05526763566215,3
69,54,41,1,33,1.41,warrior,40.94206893300525,6
69,54,41,1,33,1.41,warrior,40.94206893300525,3
68,54,42,0,34,1.41,warrior,40.819144129910015,7
68,51,45,2,32,1.41,warrior,40.68120777806054,2
70,53,40,0,35,1.41,warrior,40.645890588876554,5
64,51,51,1,31,1.41,warrior,40.55803653975163,4
69,53,40,0,36,1.41,warrior,40.335490636219234,4
70,53,42,0,33,1.41,warrior,41.14551211022397,1
