strength,dexterity,intelligence,vigor,constitution,height,fitness,generation,selection_rate
42,33,41,48,34,1.55,28.105911684372337,0,25
46,42,37,36,37,1.3,26.752107892900977,0,25
43,32,37,45,41,1.47,28.786676009581242,0,25
47,36,38,37,40,1.88,31.99569026624449,0,25
43,40,40,39,36,1.76,30.141335935260113,0,25
34,45,30,42,47,1.69,27.35151536025753,0,25
37,39,43,30,49,1.65,28.714006890907978,0,25
44,38,36,37,43,1.61,29.468985162840358,0,25
44,40,42,34,38,1.34,29.13435138545672,0,25
42,40,38,36,42,1.43,30.098439158834907,0,25
37,42,42,45,32,1.63,27.485008093239024,0,25
32,44,37,39,46,1.57,27.262829835145354,0,25
51,39,43,37,28,1.83,33.56494502549005,0,26
31,39,46,38,44,1.88,27.485235057602264,0,26
41,39,34,44,40,1.98,29.494059192733292,0,26
47,34,40,40,37,1.97,31.277173017211716,0,26
51,42,38,32,35,1.37,31.5465265980567,0,26
34,36,41,47,40,1.54,27.122725374669205,0,26
40,35,44,32,47,1.84,30.18105413315015,0,26
41,47,31,42,37,1.46,29.587575679013725,0,26
36,47,32,38,45,1.32,27.068409217442806,0,26
39,36,35,52,36,1.43,27.56840189363073,0,26
42,29,47,39,41,1.32,27.989128793088604,0,26
44,43,34,38,39,1.79,30.797828138627686,0,26
36,44,37,44,37,1.93,29.133961052261995,0,26
52,36,29,40,41,1.86,31.606011869386286,0,26
43,42,45,36,32,1.93,32.798547526147026,0,26
29,40,53,37,39,1.76,26.5421345867727,0,26
34,37,45,35,47,1.85,28.444043263120513,0,26
39,43,29,43,44,1.55,28.324556514784852,0,26
41,36,45,38,38,1.96,30.630187656443162,0,26
36,37,46,39,40,1.94,29.173486961537414,0,26
45,39,37,41,36,1.86,31.455804362114087,0,27
38,54,37,37,32,1.84,31.01632651958843,0,27
40,44,35,37,42,1.89,30.87264256818338,0,27
37,37,51,40,33,1.76,28.452264752620458,0,27
43,33,42,31,49,1.48,29.92469876482112,0,27
37,48,33,40,40,1.76,28.752696744175992,0,27
49,33,38,39,39,1.39,30.134724695610217,0,27
43,39,45,33,38,1.78,31.02137012644871,0,27
39,41,44,41,33,1.5,29.010626266332654,0,27
43,32,45,36,42,1.65,29.3033289112621,0,27
38,36,48,34,42,1.55,29.002781345172743,0,27
35,44,35,40,44,1.92,28.82880473044355,0,27
38,41,38,40,41,1.52,28.743360383137084,0,27
49,44,26,44,35,1.33,27.98792784172713,0,27
36,43,46,40,33,1.5,28.38838826930388,0,27
40,41,41,38,38,1.4,29.513698605743883,0,27
48,36,43,38,33,1.57,30.242653931652388,0,27
32,53,35,28,50,1.9,28.714700000167248,0,27
41,45,37,37,38,1.81,30.759702480308192,0,27
38,41,31,36,52,1.43,28.52458959729661,0,27
38,45,36,46,33,1.54,28.059390024868087,0,28
56,36,45,30,31,1.9,36.23608964325646,0,28
40,35,29,53,41,1.31,26.771755115698337,0,28
37,49,43,35,34,1.75,29.331252056405965,0,28
38,43,44,40,33,1.38,28.605712878502942,0,28
43,44,48,34,29,1.49,31.051435484886156,0,28
39,46,43,45,25,1.41,28.56317693215287,0,28
40,37,44,39,38,1.79,29.64266678381925,0,28
41,37,37,37,46,1.69,29.02698271043058,0,28
48,34,31,43,42,1.73,29.25865644103005,0,28
37,52,41,32,36,1.68,28.932890647071886,0,28
42,39,37,37,43,1.5,29.74167308962805,0,28
36,29,49,38,46,1.37,28.076994726167214,0,28
33,44,42,32,47,1.3,26.558507451482104,0,28
41,44,40,40,33,1.97,31.09597750593351,0,28
44,48,34,36,36,1.68,30.06573536804165,0,28
37,38,33,47,43,1.72,27.66775171784594,0,28
38,40,46,29,45,1.91,30.915129478583605,0,28
34,41,45,41,37,1.71,27.543077706134245,0,28
35,32,40,42,49,1.42,27.64642459229544,0,28
43,34,38,43,40,1.82,29.6433208024149,0,29
45,36,40,41,36,1.79,30.355389487762455,0,29
34,47,39,44,34,1.61,27.04272821871473,0,29
39,42,44,35,38,1.54,29.415033916767314,0,29
43,35,53,30,37,1.9,32.54506977700029,0,29
45,46,38,32,37,1.47,31.71801914610348,0,29
46,41,34,43,34,1.95,31.79110798560676,0,29
37,37,38,42,44,1.74,28.213973219295838,0,29
31,39,50,41,37,1.32,25.994951754624456,0,29
48,37,32,43,38,1.74,29.75680465694939,0,29
40,41,42,35,40,1.74,29.693463503992305,0,29
32,33,40,46,47,1.91,26.47458071562877,0,29
34,46,46,37,35,1.64,27.598569081385698,0,29
37,44,40,38,39,1.54,28.698841887680697,0,29
37,30,36,44,51,1.81,27.488818725709795,0,29
33,36,39,41,49,1.9,27.33986263322662,0,29
35,40,43,39,41,1.94,28.990340830580816,0,29
38,43,41,40,36,1.71,28.608081511591156,0,29
43,39,37,38,41,1.78,30.190388669201315,0,29
34,36,38,48,42,1.57,27.057340468553225,0,29
32,41,43,43,39,1.36,26.83031413594333,0,30
37,50,32,46,33,1.44,28.29898623919994,0,30
43,40,39,38,38,1.5,30.09792852558632,0,30
45,41,47,31,34,1.33,28.87483542916658,0,30
35,38,38,43,44,1.94,28.14340106828257,0,30
38,40,38,46,36,1.46,28.315436941483583,0,30
40,39,46,39,34,1.36,28.607965475148006,0,30
42,39,46,29,42,1.46,30.847576321825503,0,30
43,39,45,33,38,1.84,31.88339097947813,0,30
36,34,43,48,37,1.99,27.59664288938434,0,30
40,41,37,34,46,1.62,29.081327064997858,0,30
46,28,36,48,40,1.56,28.196101730433032,0,30
44,45,34,38,37,1.49,30.54545409878697,0,30
30,49,35,46,38,1.32,25.383616492465137,0,30
44,43,34,41,36,1.35,28.856006240769375,0,30
34,32,50,46,36,1.74,26.91372036915847,0,30
36,30,43,39,50,1.67,28.014114076585663,0,30
34,38,34,44,48,1.79,27.373055620108747,0,30
38,43,31,42,44,1.6,28.14960926200481,0,30
39,43,35,36,45,1.73,29.0936123419838,0,30
41,47,26,35,49,1.93,30.51399451682866,0,31
36,36,35,51,40,1.4,27.127614899570272,0,31
33,42,34,42,47,1.4,27.347406714632015,0,31
42,40,35,38,43,1.36,29.042350540568556,0,31
29,47,35,54,33,1.4,24.966149805706465,0,31
35,51,27,31,54,1.5,27.832099108851743,0,31
35,44,46,30,43,1.51,28.902549106964997,0,31
48,29,44,40,37,1.7,29.44969846650642,0,31
31,44,45,39,39,1.67,26.8536427269861,0,31
34,38,43,49,34,1.94,27.52011878149626,0,31
43,33,45,48,29,1.88,29.83906026199461,0,31
40,43,37,36,42,1.64,29.0684144950501,0,31
31,42,40,42,43,1.34,26.697434438473216,0,31
49,36,29,36,48,1.71,29.594767858197578,0,31
34,36,40,44,44,1.69,27.41239285511209,0,31
49,22,48,42,37,1.33,27.862115082476578,0,31
45,41,37,43,32,1.69,29.327630818984247,0,31
35,42,34,40,47,1.9,28.443121884928722,0,31
32,36,40,49,41,1.48,26.564841709308737,0,31
41,38,48,27,44,1.59,29.919858675783637,0,31
43,38,36,43,38,1.65,28.81483106812429,0,32
37,40,36,41,44,1.9,29.081179130507913,0,32
29,43,33,43,50,1.76,26.213945297420686,0,32
41,35,38,46,38,1.36,28.098445185306026,0,32
46,39,39,33,41,1.6,30.29248417687009,0,32
33,42,47,36,40,1.77,28.0634601926323,0,32
40,37,41,40,40,1.76,29.197953064274394,0,32
34,48,43,36,37,1.44,28.487562749155142,0,32
48,36,38,34,42,1.45,31.06047137020198,0,32
35,34,49,36,44,1.92,28.77078807693063,0,32
45,40,31,37,45,1.81,30.575537112131556,0,32
41,59,35,33,30,1.87,33.499846792260286,0,32
38,39,40,43,38,1.52,28.428936076695344,0,32
37,38,37,42,44,1.59,28.073682081418863,0,32
50,32,42,35,39,2.0,31.312053035564418,0,32
39,51,36,36,36,1.47,29.972493779141338,0,32
40,48,28,39,43,1.86,30.335753997625282,0,32
40,37,39,42,40,1.67,28.527890531409632,0,32
41,36,40,35,46,1.68,29.17020191577912,0,32
39,45,26,41,47,1.79,28.727541958274852,0,32
44,41,40,32,41,1.4,30.81715482715579,0,33
50,39,28,37,44,1.6,29.808247883546812,0,33
37,41,37,44,39,1.95,29.050322961141795,0,33
42,37,45,40,34,1.89,31.168233248902304,0,33
37,47,39,50,25,1.77,27.56335946745836,0,33
44,45,38,36,35,1.46,31.10429828576697,0,33
39,35,49,41,34,1.37,28.271716475752946,0,33
36,31,44,44,43,1.38,27.701141189724694,0,33
38,36,44,46,34,1.4,27.97508651023486,0,33
42,38,28,51,39,1.7,27.782062250205946,0,33
40,38,46,39,35,1.78,29.65169100421089,0,33
31,41,38,45,43,1.74,26.7101981581501,0,33
46,39,34,36,43,1.59,29.853101300353813,0,33
31,51,34,43,39,1.8,27.065106166977586,0,33
45,42,37,37,37,1.32,27.985416254079595,0,33
41,37,37,33,50,1.96,30.14023006424534,0,33
52,41,31,39,35,1.34,29.281332414176084,0,33
37,51,34,36,40,1.71,28.70446483946219,0,33
45,27,37,42,47,1.31,28.05537408328237,0,33
42,36,43,41,36,1.57,29.012468354824353,0,33
50,39,41,35,33,1.79,32.519588901494565,0,34
45,31,42,44,36,1.75,29.143719427607735,0,34
30,34,48,41,45,1.56,26.765863474771585,0,34
47,42,41,37,31,1.43,31.568643495294843,0,34
44,32,38,50,34,1.82,28.84907883093422,0,34
39,42,36,55,26,1.48,27.107021422659248,0,34
35,47,34,41,41,1.63,27.660251966976052,0,34
46,42,31,38,41,1.61,29.700931854438792,0,34
43,36,41,41,37,1.31,27.207984943882487,0,34
38,47,36,38,39,1.58,28.710448727297578,0,34
37,45,38,36,42,1.99,29.546214736747984,0,34
39,41,41,43,34,1.55,28.4917153894407,0,34
41,46,39,42,30,1.61,28.71376808862626,0,34
41,30,48,39,40,1.88,29.862465767724686,0,34
36,43,38,45,36,1.51,27.88852437549881,0,34
39,49,41,30,39,1.91,32.29521670934543,0,34
43,35,35,45,40,1.52,28.809568567913885,0,34
36,48,42,33,39,1.92,30.737852358834193,0,34
44,53,41,25,35,1.48,32.66845080589537,0,34
40,39,44,37,38,1.77,29.770672029237208,0,34
45,40,41,36,36,1.98,31.96229270171595,0,35
41,36,45,33,43,1.61,29.40720983547348,0,35
37,37,41,38,45,1.42,28.656271661790043,0,35
35,46,53,30,34,1.79,29.55879479259922,0,35
44,37,42,29,46,1.56,30.259425559431712,0,35
43,43,40,39,33,1.57,29.666327549513973,0,35
38,36,43,46,35,1.33,26.93492103208012,0,35
38,32,43,46,39,1.31,27.00771073479003,0,35
37,40,31,44,46,1.51,27.942537866336714,0,35
37,37,33,38,53,1.38,28.022277123259023,0,35
32,49,40,37,40,1.76,27.664755323476037,0,35
39,38,41,43,37,1.63,28.219429150854783,0,35
42,45,31,38,42,1.55,29.460150263067142,0,35
43,40,43,34,38,1.76,30.68273697540414,0,35
45,39,35,41,38,1.74,29.8295280126375,0,35
37,46,40,33,42,1.51,29.255487206727395,0,35
33,44,47,38,36,1.8,28.181592125982796,0,35
44,41,31,42,40,1.69,29.142888290854877,0,35
42,34,45,45,32,1.88,30.093691952184592,0,35
38,48,43,30,39,1.44,30.22358872111282,0,35
40,41,39,39,39,1.41,29.45539061536908,0,36
41,48,34,46,29,1.83,30.31340580543703,0,36
39,52,40,29,38,1.74,30.2872935560126,0,36
43,40,41,39,35,1.61,29.36446599545482,0,36
42,35,47,34,40,1.43,30.19630682212644,0,36
38,36,46,36,42,1.48,29.112072698689843,0,36
49,37,35,31,46,1.43,31.134259702990708,0,36
44,38,38,28,50,1.44,30.504265786444343,0,36
39,47,45,32,35,1.64,29.31637659034505,0,36
23,53,25,41,56,1.98,23.528669280057393,0,36
36,39,44,35,44,1.37,28.445801699307452,0,36
36,42,35,46,39,1.43,27.88395712150331,0,36
40,39,39,42,38,1.34,27.979967209583254,0,36
26,45,43,40,44,1.86,25.507141408519416,0,36
36,41,47,34,40,1.52,28.832018675917972,0,36
40,32,45,39,42,1.63,28.651446693154135,0,36
39,37,47,34,41,1.51,29.459533786593603,0,36
47,32,46,37,36,1.76,30.525761245715447,0,36
31,38,46,43,40,1.37,26.700222144081366,0,36
48,38,39,48,25,1.41,29.58111706587256,0,36
41,39,38,43,37,1.32,27.31140248115777,0,37
47,39,30,47,35,1.54,29.13611280193192,0,37
28,40,37,54,39,1.68,25.150247274948015,0,37
37,34,48,33,46,1.93,29.559417503031483,0,37
39,36,44,42,37,1.79,29.021313984397814,0,37
53,33,39,38,35,1.45,31.281608161062906,0,37
38,44,41,35,40,1.86,30.59669348739034,0,37
48,38,30,41,41,1.95,31.328853697194365,0,37
37,35,42,41,43,1.32,27.588616612932412,0,37
35,55,30,49,29,1.46,27.324797402122673,0,37
30,40,43,37,48,1.31,26.878599462431367,0,37
44,39,48,41,26,1.77,30.209120224612484,0,37
46,35,43,38,36,1.79,30.887000745347226,0,37
36,42,37,41,42,1.78,28.447483140424268,0,37
51,38,38,39,32,1.76,31.40383239096802,0,37
38,47,32,37,44,1.79,29.357347930794802,0,37
43,37,38,37,43,1.45,29.975793385637292,0,37
39,35,35,36,53,1.64,28.370802392835273,0,37
26,43,43,36,50,1.4,25.787120413127475,0,37
38,39,40,42,39,1.46,28.72137821591636,0,37
41,34,35,51,37,1.46,27.923560305947667,0,38
46,37,45,32,38,1.83,32.394897232925786,0,38
42,46,35,36,39,1.68,29.603417501641317,0,38
34,46,47,36,35,1.49,28.319293040088944,0,38
39,38,48,37,36,1.8,29.844492429738615,0,38
33,39,41,37,48,1.34,27.493512401793843,0,38
39,37,33,47,42,1.37,27.88661433989943,0,38
36,39,46,36,41,1.85,29.427520098928433,0,38
40,39,38,38,43,1.87,30.22704535763069,0,38
33,42,40,40,43,1.66,27.4161370092546,0,38
48,41,31,36,42,1.51,30.682728806545676,0,38
42,38,34,41,43,1.63,28.79692595657513,0,38
37,36,38,40,47,1.62,28.15307844289647,0,38
45,44,36,34,39,1.97,32.50245297278894,0,38
38,36,39,44,41,1.9,28.92661036729963,0,38
36,33,43,52,34,1.32,25.956481445756417,0,38
39,50,41,31,37,1.79,30.894189922754006,0,38
36,50,43,29,40,1.8,30.125269460945077,0,38
37,42,35,45,39,1.72,27.943772065833517,0,38
34,35,50,41,38,1.38,27.463155883070606,0,38
46,31,31,48,42,1.35,27.971482065862816,0,39
47,36,47,36,32,1.91,33.23757470370019,0,39
45,43,36,39,35,1.83,31.791174567106673,0,39
41,42,37,46,32,1.87,30.311361736548374,0,39
47,42,39,38,32,1.82,32.38538865510172,0,39
43,41,33,35,46,1.8,30.3899154589231,0,39
38,40,38,37,45,1.37,28.64876762733786,0,39
35,50,46,35,32,1.6,28.00178624086513,0,39
33,31,37,40,57,1.86,26.54280375461531,0,39
33,49,39,38,39,1.56,27.562757886062943,0,39
41,41,41,42,33,1.89,31.001028320397197,0,39
46,32,37,47,36,1.96,29.879018432173414,0,39
40,48,38,37,35,1.91,31.910116683093605,0,39
49,43,39,29,38,1.57,31.652792373097995,0,39
27,45,48,41,37,1.33,25.079811974604404,0,39
36,40,45,30,47,1.83,29.56062472119656,0,39
43,43,37,38,37,1.91,32.07966482041363,0,39
42,43,30,43,40,1.85,30.22000237725327,0,39
35,43,29,50,41,1.6,26.918059199585073,0,39
37,35,40,43,43,1.81,28.342823181405983,0,39
32,38,41,50,37,1.33,26.00613114852557,0,40
30,42,43,43,40,1.77,26.601438023167404,0,40
46,38,47,29,38,1.74,31.432925627870517,0,40
41,43,34,43,37,1.99,29.840757021880904,0,40
24,48,51,37,38,1.74,24.571618481986192,0,40
44,27,37,39,51,1.31,28.26499500889548,0,40
36,44,33,37,48,1.7,28.1275651506881,0,40
37,40,49,39,33,1.98,29.51622179119589,0,40
46,32,43,31,46,1.96,31.505560343800653,0,40
37,48,36,35,42,1.81,29.737650763105528,0,40
37,34,43,53,31,1.77,26.84207257011453,0,40
43,38,34,38,45,1.43,29.689973540971963,0,40
41,45,37,36,39,1.78,30.40901167553603,0,40
45,29,47,44,33,1.52,28.881907374049078,0,40
43,48,30,31,46,1.45,30.6152124592235,0,40
39,47,43,38,31,1.6,28.778348991818817,0,40
36,36,39,43,44,1.58,27.83958583301189,0,40
50,36,33,45,34,1.41,29.969129671333953,0,40
42,36,49,32,39,1.81,31.05189791163651,0,40
33,41,44,32,48,1.86,28.54477655072246,0,40
39,45,41,32,41,1.85,31.160471271141517,0,41
38,43,42,42,33,1.71,28.33806094521758,0,41
40,35,43,43,37,1.83,29.394015564079048,0,41
40,37,41,37,43,1.52,29.26921517701087,0,41
37,36,38,52,35,1.64,26.835962638773104,0,41
44,36,40,41,37,1.92,31.18836217953868,0,41
53,39,32,37,37,1.85,33.14389731920128,0,41
37,32,36,45,48,1.95,27.642861880856742,0,41
29,44,42,42,41,1.37,26.24409108680461,0,41
44,34,38,41,41,1.78,29.67922786820215,0,41
41,42,35,34,46,1.48,29.82278948505522,0,41
35,39,51,33,40,1.69,28.295445913747667,0,41
39,40,50,37,32,1.66,28.62290694167865,0,41
35,46,39,35,43,1.82,29.147702390957285,0,41
34,49,36,36,43,1.7,27.880909196477575,0,41
50,31,32,41,44,1.88,30.442583509119828,0,41
37,41,34,44,42,1.98,28.57768058939432,0,41
36,41,45,34,42,1.37,28.541026522943778,0,41
49,45,38,39,27,1.68,30.57725340859365,0,41
39,40,43,29,47,1.43,29.871070985857894,0,41
43,49,32,39,35,1.48,30.477962012992126,0,42
46,36,37,38,41,1.51,30.122679101257386,0,42
36,34,43,47,38,1.78,27.601124929792526,0,42
44,41,36,35,42,1.58,29.898108154724444,0,42
31,43,37,42,45,1.78,26.978977985589665,0,42
52,32,39,44,31,1.55,29.640740287011244,0,42
45,43,37,32,41,1.36,30.134951424176116,0,42
53,41,29,46,29,1.82,31.857395843045722,0,42
39,30,49,38,42,1.4,28.75834594321833,0,42
47,33,39,37,42,1.65,29.631897155354984,0,42
31,39,49,33,46,1.89,27.85524195410213,0,42
38,51,24,42,43,1.41,28.434004908450763,0,42
43,44,39,40,32,1.31,26.5845193599342,0,42
31,46,32,51,38,1.93,26.479827025855,0,42
35,48,38,36,41,1.89,29.738821133864832,0,42
35,43,36,38,46,1.87,28.775609629166787,0,42
40,35,39,35,49,1.75,29.109683181008123,0,42
37,40,44,50,27,1.98,28.045366081677198,0,42
46,45,43,33,31,1.84,33.71567652661379,0,42
28,44,39,49,38,1.66,25.35339806363917,0,42
43,39,34,38,44,1.61,29.20595212362582,0,43
39,42,38,41,38,1.69,28.597768262258562,0,43
42,42,34,33,47,1.45,30.067793593535562,0,43
34,42,37,48,37,1.4,27.100549577377137,0,43
47,39,39,37,36,1.51,30.839793853040376,0,43
51,43,44,30,30,1.34,30.382113010517582,0,43
25,27,45,56,45,1.89,23.225276889109207,0,43
41,41,45,43,28,1.32,26.29398063297002,0,43
28,43,45,43,39,1.81,26.009555517507405,0,43
41,39,48,31,39,1.62,29.682143080983487,0,43
40,41,47,36,34,1.5,29.810389807028507,0,43
38,41,42,43,34,1.95,29.79851084878953,0,43
41,42,33,43,39,1.42,29.21429824316302,0,43
46,36,48,34,34,1.56,30.495773773549274,0,43
31,37,44,45,41,1.76,26.67377136150208,0,43
32,42,47,38,39,1.57,27.26540322723504,0,43
41,29,36,41,51,1.93,28.34338349845519,0,43
39,42,41,33,43,1.36,29.031727180682008,0,43
37,44,34,38,45,1.97,29.323769544423886,0,43
35,48,33,41,41,1.42,28.138276143143504,0,43
43,37,38,43,37,1.87,30.52944433706383,0,44
34,40,37,45,42,1.76,27.4540948198582,0,44
44,47,35,35,37,1.46,31.171874597328173,0,44
42,44,48,32,32,1.39,30.66484931044614,0,44
50,33,43,34,38,1.58,30.569253075543266,0,44
38,38,44,47,31,1.82,28.57811518323159,0,44
44,37,40,37,40,1.42,30.27322699744409,0,44
40,37,43,36,42,1.7,29.16476237934172,0,44
44,28,40,51,35,1.84,28.393620973846424,0,44
38,45,40,31,44,1.43,29.76790158252664,0,44
37,34,47,41,39,1.88,29.00635356406398,0,44
40,30,43,42,43,1.66,28.349408344792863,0,44
34,49,33,41,41,1.35,27.1551821250559,0,44
36,46,38,38,40,1.47,28.768705263991876,0,44
33,47,42,35,41,1.42,28.14768626412075,0,44
44,29,50,35,40,1.8,30.30847604874982,0,44
39,44,39,40,36,1.68,28.667441866540575,0,44
38,43,31,48,38,1.33,26.906050289178253,0,44
49,38,34,41,36,1.73,30.21931788731426,0,44
40,32,42,36,48,1.96,29.46123447631446,0,44
47,43,34,44,30,1.55,29.819759791081328,0,45
39,35,44,48,32,1.94,28.977227574457192,0,45
41,50,29,45,33,1.44,29.38170392659794,0,45
38,34,40,44,42,1.53,28.1379849681462,0,45
47,45,30,46,30,1.83,31.422323890442115,0,45
36,37,42,44,39,1.32,26.97363043268149,0,45
38,40,37,37,46,1.69,28.607588136133067,0,45
42,30,59,37,30,1.42,29.312002707897825,0,45
38,46,33,40,41,1.98,29.583112612768957,0,45
39,29,40,52,38,1.69,27.11765683153868,0,45
53,34,31,37,43,1.75,30.435289344086335,0,45
35,39,43,36,45,1.84,28.8248633049497,0,45
45,42,44,32,35,1.85,33.199835712735336,0,45
41,37,32,45,43,1.36,28.201733750495976,0,45
43,40,47,41,27,1.4,29.710020231042847,0,45
37,40,35,47,39,1.83,28.319763330478104,0,45
31,42,47,36,42,1.67,27.128144383949838,0,45
42,30,48,36,42,1.5,29.479875592956574,0,45
43,38,35,46,36,1.79,29.385141976897216,0,45
41,41,51,33,32,1.42,30.5282171032586,0,45
38,34,41,50,35,1.54,27.3498315134775,0,46
54,37,38,34,35,1.83,33.62931897237545,0,46
42,42,34,40,40,1.67,29.073855882781658,0,46
46,42,36,34,40,1.45,31.275177656424106,0,46
49,47,26,39,37,1.51,30.936558720876018,0,46
43,33,37,46,39,1.39,28.605476910972236,0,46
35,43,38,41,41,1.46,28.171777218941727,0,46
34,36,42,42,44,1.5,27.642095413851642,0,46
43,36,30,49,40,1.74,28.269584727752793,0,46
44,42,37,39,36,1.76,30.40761049131737,0,46
33,41,36,44,44,1.58,27.18183073920794,0,46
45,32,37,40,44,1.8,29.735208874942273,0,46
38,41,34,42,43,1.92,29.350395134680014,0,46
41,32,41,42,42,1.51,28.780472489296127,0,46
30,44,46,37,41,1.78,27.1037453086661,0,46
47,34,34,35,48,1.35,29.164770072557936,0,46
37,45,40,37,39,1.64,28.453336449355753,0,46
37,44,44,44,29,1.86,29.563972481235666,0,46
39,33,38,44,44,1.83,28.510416683891997,0,46
41,34,46,40,37,1.53,29.06636387191656,0,46
39,35,36,41,47,1.69,28.354120834908834,0,47
43,43,36,42,34,1.71,29.357776892803784,0,47
44,47,30,38,39,1.31,27.1110027168961,0,47
47,38,42,44,27,1.39,29.760841883973217,0,47
41,33,48,38,38,1.6,28.91406493098651,0,47
39,30,41,48,40,1.56,27.676780316590655,0,47
42,40,39,35,42,1.47,30.202903913972932,0,47
45,33,41,40,39,1.39,29.610704991613193,0,47
46,35,35,35,47,2.0,30.26602285929517,0,47
39,36,31,44,48,1.43,28.124995611965048,0,47
33,40,40,37,48,1.49,27.749765065164244,0,47
39,42,46,39,32,1.68,28.605913292592057,0,47
30,44,40,44,40,1.42,26.511286650512574,0,47
43,48,31,38,38,1.99,31.104221295710012,0,47
33,39,46,41,39,1.35,27.07219166304002,0,47
37,36,33,52,40,1.36,27.018477644618613,0,47
38,39,44,45,32,1.42,28.300898773834337,0,47
37,45,53,35,28,1.5,29.052306436640716,0,47
44,33,47,36,38,1.7,29.683222674432223,0,47
40,44,32,49,33,1.65,27.69754633259766,0,47
37,39,30,48,44,1.51,27.57875601844931,0,48
45,34,33,41,45,1.95,30.05967434415615,0,48
32,44,38,48,36,1.61,26.324788847378528,0,48
39,44,38,48,29,1.86,29.597865221732413,0,48
41,32,45,40,40,1.85,29.76818312238274,0,48
38,37,46,42,35,1.43,28.63427706135652,0,48
43,37,37,37,44,1.95,30.80514965508122,0,48
35,27,41,42,53,1.79,27.240086538955914,0,48
39,43,32,41,43,1.4,28.793892724406433,0,48
43,33,39,34,49,1.95,30.301237981257533,0,48
47,35,42,37,37,1.34,29.08076623369994,0,48
38,35,38,48,39,1.37,27.61600138397319,0,48
34,44,31,44,45,1.43,27.469274841840374,0,48
44,41,41,39,33,1.79,30.94206382019657,0,48
46,55,38,32,27,1.93,35.94567268457592,0,48
40,39,40,42,37,1.9,30.30511334466192,0,48
31,43,43,47,34,1.64,25.98095771750176,0,48
41,48,35,39,35,1.86,31.50325840715574,0,48
35,40,45,40,38,1.39,28.025264503578494,0,48
46,28,34,41,49,1.33,28.269096023391512,0,48
33,43,42,47,33,1.53,26.713690393390216,0,49
40,32,39,39,48,1.65,28.545061803592557,0,49
44,36,46,33,39,1.41,30.679316985967304,0,49
44,42,24,42,46,1.88,30.04174975763667,0,49
49,40,37,29,43,1.68,30.945368273591555,0,49
34,44,34,39,47,1.56,27.674907057158876,0,49
40,47,35,39,37,1.67,28.93437773745579,0,49
42,39,39,41,37,1.47,29.672627958125297,0,49
43,38,39,41,37,1.32,27.623576609345253,0,49
32,35,46,43,42,1.6,27.00879883674635,0,49
43,26,43,38,48,1.48,28.905574756592593,0,49
39,41,34,41,43,1.89,29.717581218042973,0,49
38,35,40,51,34,1.67,27.046640640421572,0,49
36,37,45,39,41,1.89,29.11957739244127,0,49
37,34,41,44,42,1.78,28.114582426461148,0,49
39,46,27,38,48,1.77,28.851472604718186,0,49
38,35,41,38,46,1.91,29.275889825981757,0,49
45,39,36,33,45,1.99,31.12873052764381,0,49
39,30,38,38,53,1.72,28.2688365120038,0,49
34,37,48,34,45,1.44,28.301218341265034,0,49
44,42,40,33,39,1.48,31.05083078054674,0,50
45,38,40,41,34,1.59,29.43805349783642,0,50
36,44,30,47,41,1.95,28.274626798317996,0,50
42,40,35,47,34,1.63,28.220040368499234,0,50
37,44,29,49,39,1.76,27.68431179104854,0,50
42,44,40,36,36,1.4,30.323028421807308,0,50
32,36,50,44,36,1.77,26.823415125406328,0,50
32,36,48,37,45,1.89,27.73813445510011,0,50
38,38,37,37,48,1.41,28.75429286006669,0,50
32,32,41,47,46,1.99,26.58802093827681,0,50
32,47,25,42,52,1.56,26.631510116262042,0,50
50,36,39,42,31,1.34,28.648560139766268,0,50
